"","drivers","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"142","surban_meanPerc_upstr","FRed",-1.32756125665387e-05,0.000129877583746052,-0.000343611976664537,0.000314549684829662,-0.000266334127626741,0.000241442234281773,-0.000225917490521818,0.000203601711954149,-0.000180709776384125,0.000154680237946883
"143","scrop_meanPerc_upstr","FRed",5.67903453363302e-05,0.000178351009745783,-0.000387523167573671,0.000521479419212039,-0.000290596139816336,0.000404015098638613,-0.000232705334291606,0.000350978215922889,-0.000171822678907343,0.000286147174271307
"144","sdam_impact_score_lessthan100km","FRed",-0.000185467555824978,0.000122499079742032,-0.000495469457301747,0.000126606665351186,-0.00042397184274756,5.43680832655837e-05,-0.000387948513867724,1.56284480475147e-05,-0.000341930395496991,-2.80803417137845e-05
"145","Intercept","alien_SppRich",0.0468747852822011,0.0181587227883015,-0.00369858901092788,0.0980386401149655,0.0102983496692408,0.0830309951806096,0.0173534819570004,0.075987846558374,0.0245555469950407,0.0692952494393438
"146","sppt_Est","alien_SppRich",-0.00244726068088993,0.00445658151426994,-0.0140203458848965,0.00915766248476147,-0.0111560435346677,0.00636723914865768,-0.00973370443307525,0.00498826332472988,-0.008142413465255,0.00330168580682791
"147","stmax_Est","alien_SppRich",-0.00433630540340535,0.00359846892263957,-0.0135997865125324,0.00491780947169425,-0.0113853106251856,0.00263809555583586,-0.0101933653790218,0.0015538881502182,-0.00888197886697801,0.000331983070042412
"148","sppt_mm_12moPrior","alien_SppRich",-0.00907301781780362,0.0096060910388741,-0.0338716950235189,0.0159073894066899,-0.0275538658764827,0.00970746834607772,-0.0249156496771799,0.00682676958968263,-0.0213306276520295,0.00330710164149903
"149","stmax_C_12moPrior","alien_SppRich",0.0321017915027096,0.0156986108000082,-0.00558062478879064,0.07813119118894,0.00299356848275437,0.0649013688961833,0.00767186880930642,0.0589749598412556,0.0124755149797692,0.0524425848766343
"150","sstrahler_streamOrder","alien_SppRich",0.0183506013112344,0.00367685496483491,0.00857318062024319,0.0281899199667102,0.0109265779213355,0.0255949773165912,0.0122944335735578,0.0243483939149784,0.0136958964803556,0.0229858429298099
"151","saccumulation_atPoint","alien_SppRich",0.0097893947243542,0.00261411373281238,0.0030458268145784,0.0167666504665018,0.00461878721000737,0.0148499248927968,0.0054435133065627,0.0140665022459971,0.00641882209268824,0.0130525773284308
"152","selevation_atPoint","alien_SppRich",0.017222575911798,0.00774618534973228,-0.00254158298505917,0.0376467297378515,0.00235116734952059,0.0326158253985395,0.00461877874883676,0.0300439722092423,0.00740920601013731,0.0272186371710042
"153","sslope_mean","alien_SppRich",0.00448702386928328,0.00577158752851142,-0.0104909219051406,0.0193723698095972,-0.00663940165388804,0.0155868336268951,-0.00499187100281588,0.013954592941405,-0.00287421011636805,0.0118920006796053
"154","surban_meanPerc_upstr","alien_SppRich",0.00878715322167744,0.00355456022888883,-0.00015807758477129,0.0178776589817462,0.00185165397081212,0.0156773774165808,0.00290093516847069,0.0146688554820303,0.00425857170462816,0.0134176666666781
"155","scrop_meanPerc_upstr","alien_SppRich",0.00161190616091322,0.00563125747450075,-0.0126086874603772,0.0163199062494832,-0.00933359900394858,0.0126019945797108,-0.00763698311653856,0.0108420367394021,-0.00559335406755816,0.0089366413453565
"156","sdam_impact_score_lessthan100km","alien_SppRich",-0.00316178776890882,0.00374937203165671,-0.0128901104774494,0.00634781332122122,-0.0106469011689396,0.00409493853894837,-0.00933966170712796,0.00295938474948613,-0.00794732583850438,0.00161568993521692
"157","Intercept","alien_abund",0.0375671062880422,0.0170632404618162,-0.00872672198313831,0.0820579903973436,0.00436010438526286,0.0717887456407916,0.0097066054427746,0.065608615802896,0.0160840634019194,0.0592321983946115
